gene,C1,C2,C3,C4,C5,T1,T2,T3,T4,T5
TBL1XR1,109.8414821,100.2249226,95.87633226,149.7517904,88.5468544,102.3718958,89.56779568,146.2509494,117.0559532,125.8067194
TBL2,5.584414825,7.381756681,6.149309586,13.52369926,7.736710517,8.407702402,9.199950054,20.92292543,17.29532957,17.67172551
TBL3,6.815624393,5.096927232,7.438680951,7.641049938,5.792406304,6.639558979,7.700398724,13.9186843,11.0457567,8.382276371
TBP,5.144697122,4.789354037,5.653397523,4.955492638,4.050633779,4.907500115,4.377068748,5.836867609,4.708980488,7.184808318
TBPL1,3.16596746,2.724219727,5.091363851,3.90045227,2.875949983,3.428033168,3.688085705,4.639561433,3.69160816,7.747255434
TBRG1,24.05255834,23.28768477,17.05937498,16.68882037,16.0810161,17.46492688,22.3311563,16.19356603,17.46973626,21.17341239
TBRG4,8.178749271,8.655988489,9.058660358,19.56620319,11.54430627,13.78430179,15.36026903,33.46470763,14.8245682,39.26243738
TBX18,0.967378946,1.054536669,1.157128148,0.511534724,5.265823912,1.371213267,0.93215353,0.329259198,2.441693586,0.018143455
TBX19,1.802842581,2.592402644,1.48773619,0.415621963,1.417721823,1.335128708,1.256380844,0.658518397,1.424321259,0.870885857
TBX2,4.133346406,6.766610291,8.13295784,6.330242208,13.08354711,9.273731834,9.848404684,2.813669514,4.243895995,6.132487908
TBX3,9.058184677,10.23779349,4.826877417,9.655217913,10.45063515,10.28409951,12.11799589,13.70915572,19.59168425,20.90126056
TBXA2R,1.495040189,1.010597641,1.190188952,1.023069448,1.579747174,0.829944872,0.810568287,0.239461235,0.755762301,0.417299473
TBXAS1,3.385826311,3.866634452,6.909708083,5.562940122,5.103798561,3.24761037,3.607028876,15.41531702,17.52787182,9.525314058
TC2N,13.67522056,8.480232377,32.89550021,72.95763999,36.9822864,43.6623172,51.18738731,32.2973341,16.88838064,112.2898452
TCAF1,52.59023725,46.22385731,26.15109614,40.95474883,38.76456526,41.85808921,43.73015907,58.48840671,59.06573057,43.14513682
TCAF2,1.413692414,1.774257945,4.358075213,1.813390596,2.348962528,2.953160363,3.62891422,1.366425674,8.657257153,0.886126359
TCAIM,14.02699472,13.44534253,6.64522165,14.22705951,8.020254882,8.443786962,8.632552254,13.5894251,8.83660536,16.09324489
TCEA1,58.61436978,50.22230885,84.13974676,41.37037079,35.36203289,36.98667366,34.40862377,27.35844613,46.94446598,91.37044114
TCEA2,6.112076068,8.128720154,2.909350772,1.118982208,2.673418294,1.371213267,2.107477545,1.137440867,1.569660163,0.671307848
TCEA3,14.46671242,15.94986711,10.21578851,38.10933693,27.62532237,35.29069935,41.05528372,13.14043528,2.296354682,25.54598513
TCEAL1,14.81848658,15.86198906,5.521154306,4.156219631,7.291140802,4.943584674,2.634346932,8.141681999,5.232200542,2.667087936
TCEAL3,12.65991238,18.7619649,6.281552803,4.411986993,4.982279548,3.644540526,3.039631075,1.317036794,4.011353749,1.469619883
TCEAL4,22.86532054,39.63300313,12.29861917,8.312439263,13.20506612,8.876801678,7.214057752,11.61386991,14.24321259,7.366242872
TCEAL7,4.089374636,3.998451535,1.355492973,0.639418405,1.660759849,1.407297827,1.053738773,0.26939389,0.319745589,0.362869107
TCEAL8,21.19439327,20.95891629,12.39780159,18.92678478,12.4354457,11.76356645,9.15942164,15.6248456,12.06312903,12.11982817
TCEANC,1.714899041,1.713622087,2.479560317,1.566575092,1.701266187,1.11862135,1.864307059,1.287104139,2.412625806,1.124894232
TCEANC2,8.794354055,9.578708074,8.364383469,5.498998282,4.779747859,5.845698666,8.794665911,6.944375822,4.331099338,5.69704498
TCEB1,8.530523434,8.172659182,8.199079448,11.82924049,7.534178829,5.990036905,4.29601192,12.18259034,10.60973999,21.88100715
TCEB2,13.27947462,12.52262294,8.13295784,29.47718846,11.2607619,14.39773931,16.33295098,31.78847898,18.34176968,15.38565014
TCEB3,29.285199,33.96486854,31.50694643,38.71678441,29.08355053,25.00659985,28.12671955,29.2142707,27.55625619,36.14176306
TCERG1,30.56038034,29.1755145,38.78032336,35.74348883,32.40507023,35.32678391,36.67821497,48.99975526,29.30032304,37.95610859
TCF12,47.53348367,49.07989412,48.10347015,43.86410257,39.41266667,42.03851201,42.91959078,39.75056505,25.60871488,75.96664755
TCF19,3.20993923,4.130268619,13.19126089,13.87537939,5.67088729,7.180827374,7.376171409,16.37316196,6.307708432,20.91940402
TCF20,34.78167029,42.62085703,51.87240183,59.17817337,44.84051593,55.85889836,56.09132544,108.954862,62.90267763,86.52613856
TCF21,13.10358754,16.03774517,7.934593014,6.362213128,12.47595204,12.41308853,10.29421724,1.526565375,1.046440108,2.812235579
TCF25,38.69515784,40.99511299,39.1439922,33.69734994,36.49621035,38.35788693,39.15044825,33.31504435,39.7937919,31.62404267
TCF3,10.33336601,12.74231808,47.04552441,22.82723705,15.71645906,15.1194305,20.26420717,41.00773654,29.91074643,26.65273591
TCF4,94.01164485,90.2068242,84.86708445,26.88754392,50.14684618,35.68762951,27.68090699,13.11050263,41.9157399,22.33459353
TCF7,0.923407176,0.746963474,22.91113733,7.577108097,3.402532374,4.077555242,11.10478553,50.52632064,19.30100645,6.023627176
TCF7L1,16.35749854,16.30137934,7.0419513,2.493731779,7.69620418,5.737444987,3.890727776,1.49663272,2.121947998,1.469619883
TCF7L2,25.85540092,27.81340464,22.58052929,63.71804404,50.51140322,55.96715204,55.52392764,53.45972077,55.49039353,29.88227096
TCFL5,7.255342096,5.75601265,4.231782941,3.261033865,3.84810209,3.933217004,4.255483505,10.26690046,5.697285035,4.880589489
TCHP,6.507822001,8.8317446,5.388911089,7.417253496,4.374684481,7.180827374,7.538285067,7.393365638,4.679912707,5.951053354
TCIRG1,16.00572438,23.94677018,34.54854042,21.3246038,19.52405481,17.32058864,22.41221313,15.02619251,41.53785875,27.52362176
TCN2,6.41987846,10.85293988,9.719876443,3.197092024,15.55443371,14.43382387,14.10388819,1.795959264,7.906436375,6.604217747
TCOF1,22.29368753,23.90283116,36.26770224,29.0615665,17.21519356,18.00619527,19.98050827,70.91045829,23.28329241,39.64344994
TCP1,38.47529899,40.3799666,49.72344956,84.6589968,38.76456526,41.38898994,43.40593175,75.31055849,59.06573057,120.5995477
TCP11L1,17.85253873,28.384612,11.67046389,9.367479631,14.50126893,17.21233496,17.06246244,5.208281867,10.49346887,6.277635551
TCP11L2,17.50076457,20.38770893,14.77817949,7.577108097,11.98987599,15.94937537,14.06335977,5.268147176,15.69660163,3.610547614
TCTA,9.453930609,11.02869599,9.488450813,12.98019362,10.24810346,11.54705909,14.95498489,10.32676577,7.557623006,11.33965959
TCTEX1D2,0.835463635,1.054536669,1.091006539,0.415621963,0.486076053,0.577352955,0.445812558,1.736093956,0.842965643,0.725738214
TCTN1,4.441148798,4.657536953,3.801992486,2.301906257,1.863291538,2.453750057,2.14800596,3.382389948,5.813556158,1.759915169
TCTN2,3.869515784,4.174207647,2.479560317,3.868481349,2.713924632,3.464117728,3.566500462,5.238214521,4.650844927,3.810125623
TCTN3,7.343285636,8.128720154,8.298261861,13.45975742,10.9367112,10.21193039,9.969989927,14.60713535,16.1907539,11.90210671
TDG,10.64116841,8.787805572,17.62140865,25.80053264,10.2886098,11.04187526,12.28010954,14.09828023,13.63278919,20.77425637
TDGF1,0,0.219695139,0.462851259,1.27883681,0.769620418,1.579782022,1.823778645,5.208281867,0,8.690715112
TDP1,3.341854541,3.207549034,14.8773619,9.687188833,6.318988695,7.722095769,7.335642995,8.411075888,4.738048269,13.78902607
TDP2,22.11780045,18.36651365,25.55600167,124.0791415,77.65064954,99.70163836,87.17661924,38.16413437,15.11524601,27.92277778
TDRD3,22.16177222,17.79530628,11.04230861,15.12224527,15.63544639,15.26376874,16.69770671,10.53629435,9.91211325,34.7810039
TDRD5,0.04397177,0,0.165304021,0.799273006,1.296202809,1.154705909,1.094267187,1.047642904,0,0.743881669
TDRD7,14.29082534,17.18015989,10.91006539,24.84140503,16.28354779,20.45994533,19.93997985,23.19780716,13.42931473,14.38776009
TDRKH,4.661007649,4.569658898,3.537506052,2.877382822,2.025316889,2.16507358,1.904835474,5.238214521,4.04042153,2.213501553
TDRP,5.012781811,4.437841814,4.033418116,1.406720491,2.308861254,2.417665498,1.621136573,0.299326544,1.220846793,0.489873294
TEAD1,262.6873556,247.2449098,39.04480979,44.43957914,57.68102501,52.97213359,44.86495467,49.17935119,49.06641397,39.38944156
TEAD2,20.13907079,28.56036811,5.521154306,5.019434478,11.7873443,7.397334732,6.160318979,9.937641263,3.633472599,7.783542345
TEAD3,63.7590669,60.81161456,12.69534882,13.1080773,18.51139637,17.21233496,14.9955133,14.42753942,14.0688059,20.03037471
TEAD4,0.791491865,1.274231808,0.85958091,1.27883681,1.944304214,1.804227983,1.904835474,8.919931013,4.272963776,6.059914087
TEC,1.495040189,1.318170836,6.678282454,3.516801227,2.511392943,3.355864049,4.093369848,2.304814389,5.057793858,2.503796838
TECPR1,12.75181338,15.37865975,20.20015138,18.09554086,16.4050668,16.20196729,20.26420717,7.8124228,14.24321259,11.03122085
TECPR2,25.5915703,32.03155131,9.819058855,12.50062981,13.97468654,14.50599299,12.1585243,6.465453352,12.06312903,11.21265541
TECR,8.662438744,7.293878625,12.56310561,29.3812757,16.56709216,16.77932025,19.12941157,33.85383213,26.10286715,27.54176522
TEF,20.2709861,37.83150299,6.711343258,8.696090306,9.843040082,10.86145246,13.17173466,6.884510513,3.110252545,6.912656488
TEFM,3.12199569,2.109073337,2.843229164,3.069208343,2.227848578,3.319779489,3.607028876,2.873534823,3.604404818,3.011813588
TEK,11.08088611,9.534769046,9.62069403,6.426154969,16.28354779,11.90790469,8.308324939,1.317036794,2.964913641,2.013923544
TELO2,6.287963149,8.084781126,13.22432169,9.30353779,9.113926002,7.216911933,10.21316041,17.51060283,10.40626552,10.17847845
TEN1,1.382912175,1.112975576,2.203502602,2.247875402,2.641013224,3.323387945,2.969111634,1.540933049,3.488133695,1.152290849
TEN1-CDK3,0.612966478,2.015922598,0.434749576,0.839556366,1.877063693,1.404771908,2.660690401,0.88002004,1.253984063,0.177080124
TENM1,13.71919233,17.31197698,2.413438709,0.479563804,3.645570401,3.103272131,1.945363888,0.029932654,0.087203342,0.090717277
TENM2,4.397177028,6.063585845,1.454675386,1.438691411,1.741772525,1.04645223,0.851096701,0.179595926,0.116271123,0.090717277
TENM3,33.77031957,40.16027147,3.074654793,1.918255215,9.032913327,4.36623172,2.877517418,0.598653088,8.313385306,0.326582196
TENM4,9.849676542,4.657536953,10.67863977,1.598546012,3.037975334,2.706341975,1.702193402,2.394612353,20.31837877,1.977636633
TEP1,33.33060187,52.85865052,54.38502295,49.04339165,52.45570744,63.83358605,72.82956056,25.50262155,43.65980675,56.60758069
TERC,3.737600473,8.612049461,19.67117852,16.33714024,19.32152312,23.05803363,23.38489507,77.67523818,53.92073337,17.45400405
TERF1,14.33479711,13.53322058,11.00924781,12.30880429,8.222786571,8.985055357,8.713609082,11.07508213,10.78414667,13.8978868
TERF2,15.47806314,13.44534253,37.09422234,17.26429693,14.05569921,12.37700397,13.49596197,18.01945795,17.26626179,18.63332864
TERF2IP,27.6582435,22.93617254,45.98757868,15.53786724,21.26582734,16.59889745,17.42721816,17.51060283,22.73100458,15.65780197
TES,121.8457754,222.8587493,44.13617364,38.84466809,39.29114765,39.54867739,34.00333963,64.14567839,39.29963963,36.92193164
TESC,0.395745932,0.834841529,4.529330179,0.351680123,1.215190134,0.938198551,0.770039872,0.778249015,16.62677061,0.834598946
TESK1,14.77451481,18.63014781,11.67046389,10.51843276,11.90886331,12.12441205,11.51006967,14.60713535,12.70262021,11.66624179
TESK2,2.066673203,4.833293065,4.264843745,2.301906257,5.144304899,6.711728098,8.146211282,3.651783838,2.906778079,1.143037687
TESPA1,0.483689473,0.351512223,10.11660609,2.65358638,1.782278863,1.768143424,4.012313019,0.389124507,1.48245682,0.635020937
TET1,19.30360715,19.99225768,8.76111312,6.61798049,7.898735869,6.892150896,5.106580206,1.376902103,2.499829148,3.39282615
TET2,51.09519706,49.47534537,44.83045053,57.8034238,45.28608565,52.46694976,54.91600143,14.33774146,44.64811129,24.96539456
TET3,10.9489708,18.54226976,30.84573034,45.78235779,38.76456526,39.87343843,44.74336943,52.92093299,41.33438428,45.37678183
TEX10,6.991511474,5.624195566,14.81124029,7.992730061,4.698735183,5.881783226,7.457228238,19.00723555,10.66787555,16.87341347
TEX2,34.38592436,41.61025938,15.37327397,28.93368282,30.86582939,30.96055219,27.27562285,28.67548292,24.76574923,19.05062812
TEX261,23.70078418,20.29983087,18.05119911,32.00289116,21.83291607,23.67147114,27.31615126,35.58992609,24.00998693,46.41095878
TEX264,6.243991379,6.634793207,5.917883957,10.67828736,10.69367318,10.06759215,12.52328003,14.12821288,8.633130895,9.325736049
TEX30,1.187237797,0.834841529,2.281195492,1.438691411,0.283544365,0.685606634,0.486340972,2.693938897,1.075507889,4.463290016
TEX9,1.846814352,1.449987919,3.967296507,2.110080736,0.850633094,1.804227983,1.175324016,1.586430684,1.685931286,1.161181142
TFAM,17.85253873,15.24684267,21.1258539,28.83777006,16.0810161,20.35169165,18.60254218,35.11100362,17.52787182,45.03205618
TFAP2C,5.012781811,6.590854179,0.495912063,0.607447485,0.810126756,0.902113992,0.729511458,2.065353154,0.406948931,6.767508845
TFAP4,1.53901196,2.987853895,4.364026158,3.676655828,2.916456321,3.355864049,3.485443633,19.24669678,7.063470732,10.25105227
TFB1M,4.177318176,4.745415009,4.595451788,4.507899754,4.374684481,4.36623172,5.228165449,5.088551249,4.679912707,6.785652301
TFB2M,3.605685163,2.899975839,4.760755809,7.353311656,3.200000685,3.861047884,3.931256191,8.590671815,4.534573803,10.08776117
TFCP2,20.57878849,19.99225768,19.10914484,21.42051656,12.39493936,14.50599299,15.11709855,19.3664274,19.09753198,22.73374955
TFCP2L1,2.638306217,9.271134879,28.1347444,114.0722434,50.18735252,66.35950523,75.13968018,57.62035973,4.563641584,1.197468053
TFDP1,14.77451481,15.86198906,45.85533546,41.24248711,22.35949846,22.04766596,27.96460589,82.73385678,27.06210392,152.568316
TFDP2,70.44277598,64.67824901,21.52258355,29.76492675,36.69874204,38.50222516,39.47467556,67.85732754,20.78346327,41.67551694
TFE3,26.73483633,25.48463616,17.52222624,16.33714024,23.45316958,16.23805185,15.36026903,13.94861695,27.2365106,27.92277778
TFEB,8.354636352,6.678732235,18.48098956,4.763667116,5.508861939,5.484853069,5.228165449,6.674981933,4.185760434,6.277635551
TFEC,2.638306217,2.943914867,11.04230861,2.429789938,2.794937307,3.355864049,2.674875346,1.736093956,18.57431193,1.56033716
TFF1,0.219858851,1.406048892,1.157128148,16.56093669,1.012658445,0.505183835,0.202642072,1.077575559,34.27091355,5.479323515
TFF3,0.747520095,0.922719585,3.306080423,42.13767288,16.00000343,19.01656294,24.47916226,29.66326052,16.48143171,40.85906145
TFG,16.92913156,21.39830657,18.7785368,63.59016036,20.25316889,25.83654472,23.30383824,42.53430191,34.91040473,45.66707711
TFIP11,9.190099988,7.909025015,14.0839026,8.600177545,10.6126605,12.19658117,11.3074276,13.11050263,11.59804454,13.68016533
TFPI,20.84261911,11.95141558,15.70388201,12.69245534,26.81519562,20.06301517,11.75324016,4.250436926,21.3357511,41.18564364
TFPT,4.001431095,5.009049176,4.000357311,2.781470061,3.321519699,3.644540526,3.64755729,5.507608411,4.941522734,2.594514115
TFRC,33.41854541,26.71492894,60.07148128,252.5702699,148.6177533,146.6476505,138.2424213,522.7139439,100.8942671,676.3154416
TG,1.231209568,2.196951393,1.322432169,0.831243926,0.486076053,0.288676477,0.688983044,4.340234889,1.075507889,0.199578009
TGDS,3.16596746,2.548463616,4.826877417,5.147318159,2.673418294,3.536286847,3.323329976,7.06410644,5.958895062,21.19155585
TGFA,1.143266027,0.527268334,4.330965354,23.46665546,12.07088866,15.2998533,15.60343952,10.77575559,28.51549296,16.456114
TGFB1,17.98445404,21.70587976,34.54854042,11.66938589,14.21772456,9.454154633,9.240478469,6.645049278,44.12489124,10.8497863
TGFB1I1,82.22721042,91.3052999,12.06719354,6.905718772,14.09620555,10.4645223,6.930358851,4.489898161,8.45872421,4.499576927
TGFB2,9.805704772,11.90747655,1.457650858,1.150953129,3.969621103,2.772737565,1.49955133,0.987777595,2.383558025,2.195358097
TGFB3,10.2014507,16.03774517,5.818701544,2.62161546,13.36709147,6.819981777,2.715403761,0.74831636,8.255249745,0.598734027
TGFBI,41.81715353,103.8279228,22.94419813,36.38290724,37.83291949,28.10987198,22.6148552,137.2412205,175.0171081,38.40969497
TGFBR1,84.030053,80.97962835,33.12692584,28.5820027,30.66329771,28.03770286,26.42452615,39.12197931,78.19233033,42.5826897
TGFBR2,185.3410117,127.730754,113.0679505,93.09931975,125.8126852,90.06706093,81.1378855,82.5243282,161.2099123,56.93416288
TGFBR3,90.18610084,90.25076323,28.00250118,22.25176049,64.97216581,34.3525008,22.53379837,19.00723555,23.28329241,11.75695907
TGFBRAP1,17.50076457,16.78470864,17.55528704,16.46502392,14.37974991,16.8154048,17.22457609,29.30406866,22.0915134,23.29619667
TGIF1,7.431229177,8.392354322,11.30679505,12.43668797,14.37974991,13.13477972,14.4281155,42.59416722,25.23083373,19.25020613
TGIF2,9.761733001,9.561132463,13.76122915,4.188190552,4.739241521,4.674033014,4.822881306,23.7665276,10.46440108,13.31729623
TGM2,39.3547344,52.50713829,56.3356104,34.49662294,92.59748818,32.07917354,18.44042852,101.6213617,185.6559159,40.62319653
TGOLN2,104.6088415,111.4733137,139.1859858,170.1812084,162.4709209,179.5928535,191.0104168,302.6490687,171.7905845,177.1164111
TGS1,14.46671242,10.89687891,22.51440768,23.33877178,12.96202809,14.00080915,13.33384832,23.82639291,23.63210578,50.5476666
THADA,28.44973537,23.50737991,33.35835146,23.56256822,19.68608016,20.20735341,23.30383824,25.71215013,33.31167679,24.91096419
THAP1,6.068104298,4.52571987,3.967296507,3.90045227,2.956962659,3.21152581,2.755932175,4.28036958,4.447370461,4.826159123
THAP10,0.659576554,0.790902502,0.495912063,1.150953129,0.607595067,0.613437514,1.21585243,1.945622536,1.10457567,0.943459678
THAP11,7.95889042,8.919622656,8.529687491,5.467027361,4.860760535,5.087922913,4.133898262,7.872288109,6.97626739,8.418563282
THAP2,3.913487555,4.657536953,3.504445248,1.438691411,1.984810552,1.154705909,1.337437673,2.155151117,2.528896929,1.79620208
THAP3,4.74895119,3.559061257,3.801992486,1.918255215,2.875949983,2.12898902,2.877517418,2.155151117,3.720675941,2.467509927
THAP4,16.22558323,13.66503766,13.09207847,18.73495926,18.67342172,17.93402615,21.56111643,18.43851511,15.75473719,21.55442495
THAP5,14.90643012,13.31352544,15.6046996,15.7936346,9.437976705,11.11404438,11.14531394,18.07932326,16.36516059,13.78902607
THAP6,8.222721042,8.8317446,6.479917628,5.658852883,5.549368277,5.845698666,5.957676907,4.998753286,8.633130895,5.73333189
THAP7,3.385826311,3.603000285,3.570566857,3.708626748,3.321519699,2.814595654,2.958574247,3.891245073,2.616100271,3.683121436
THAP7-AS1,1.846814352,1.581805003,0.694276889,0.991098528,0.850633094,1.08253679,1.49955133,0.239461235,0.145338904,0.689451303
THAP8,2.110644973,4.174207647,1.024884931,0.895185767,0.648101405,1.010367671,1.094267187,1.01771025,1.627795724,0.598734027
THAP9,4.133346406,3.603000285,2.810168359,2.269935337,1.336709147,2.345496378,1.661664988,2.095285808,2.180083559,2.177214642
THAP9-AS1,5.892217217,5.668134594,7.835410602,7.92878822,9.073419664,13.0626106,13.25279149,10.80568824,9.795842126,8.944723487
THBD,12.79578515,4.569658898,10.61251816,6.969660613,52.49621377,14.32557019,6.444017879,2.544275625,10.9004178,2.866665945
THBS1,152.3182122,288.5036569,103.0505268,134.6295451,1111.655934,287.5939405,132.1631592,170.4963995,741.1702746,89.42909141
THBS2,74.79598124,35.59061257,6.909708083,6.64995141,37.54937513,29.12023965,17.79197389,18.07932326,371.5153063,18.30674645
THBS3,17.41282103,18.98166004,8.926417141,4.380016073,12.88101542,8.840717118,10.41580248,3.711649146,8.138978621,4.44514656
THBS4,103.1138013,148.5139142,4.033418116,2.365848098,9.478483042,7.361250172,3.688085705,0.059865309,1.802202409,0.036286911
THEM4,3.957459325,5.360561399,7.405620147,6.138416687,3.159494347,3.824963325,6.362961051,3.80144711,5.174064981,11.19451195
THEM6,3.429798082,2.504524588,2.512621121,6.330242208,4.617722508,7.000404575,7.578813481,18.97730289,6.714657363,48.37045196
THEMIS,0.439717703,0.834841529,10.21578851,4.795638036,3.281013361,4.2940626,4.903938135,1.287104139,3.895082626,1.0160335
THEMIS2,5.716330136,7.381756681,22.6797117,11.0619384,12.92152175,7.108658254,6.322432636,3.023198095,18.28363412,2.485653383
THG1L,4.83689473,4.086329591,4.727695004,4.348045153,4.131646454,4.727077316,5.471335935,5.717136992,4.331099338,3.429113061
THNSL1,1.67092727,2.987853895,3.008533185,2.461760859,2.025316889,2.417665498,2.634346932,5.597406374,4.563641584,8.962866942
THNSL2,4.83689473,7.337817653,3.570566857,2.493731779,5.711393628,4.618823637,4.498653991,8.889998359,0.697626739,3.011813588
THOC1,11.25677319,10.45748863,9.124781967,7.161486134,7.777216855,9.418070073,8.754137497,7.423298293,8.487791991,11.99282399
THOC2,43.09233487,38.75422257,45.75615305,39.6439411,33.13418431,37.02275822,36.39451607,108.9847947,72.32063861,51.74513466
THOC3,4.452581458,3.645181751,7.826814793,11.30012176,7.632204166,9.362860697,9.593886242,33.27523392,8.761901164,13.80208935
THOC5,18.24828466,19.33317226,11.83576791,10.42252,8.992406989,10.86145246,11.3074276,11.10501478,10.08651993,10.359913
THOC6,1.319153108,2.504524588,5.818701544,4.316074233,5.063292223,4.510569958,4.741824477,10.8954862,5.987962843,9.489027147
THOC7,14.68657127,10.7211228,12.00107193,17.32823877,8.222786571,10.06759215,9.15942164,28.43602169,10.69694333,15.73037579
THOP1,6.991511474,8.655988489,12.99289606,12.6285135,7.129115451,7.361250172,8.186739696,13.94861695,12.32473906,13.86159989
THRA,33.50648895,47.98141842,8.265201057,18.7989011,19.4025358,19.08873206,19.04835474,32.05787287,13.45838251,18.72404592
THRAP3,85.39317788,83.65990905,111.8777615,96.74400465,85.95444879,91.87128891,89.892023,89.6782326,82.69783635,105.2864714
THRB,53.11789849,44.55417425,11.40597746,3.96439411,24.50633436,26.44998224,21.11530387,15.11599048,3.488133695,0.381012562
THSD1,3.725288378,2.213648224,1.094643228,0.755792555,2.346532148,2.677474327,2.387934173,0.336443036,1.429262781,4.167551694
THSD4,3.385826311,4.789354037,15.6708212,17.64794797,21.87342241,25.00659985,28.45094686,14.42753942,7.906436375,8.001263809
THSD7A,15.69792199,13.70897669,6.017066369,3.580743067,10.04557177,6.928235456,7.133000923,0.598653088,2.325422463,0.762025125
THTPA,5.408527744,6.810549319,3.537506052,5.115347239,6.278482357,5.015753794,6.808773608,3.112996058,3.139320325,4.027847087
THUMPD1,52.32640663,35.23910034,29.95308863,29.86083951,22.4000048,25.7643756,25.65448627,34.6620138,32.78845673,36.66792326
THUMPD2,4.177318176,4.086329591,3.934235703,3.93242319,2.794937307,2.670257415,2.512761689,5.387877793,5.203132762,9.543457514
THUMPD3,16.18161146,13.75291572,12.62922721,20.17365067,12.80000274,11.43880541,13.17173466,26.66999508,18.80685417,11.04936431
THUMPD3-AS1,3.649656933,3.778756396,3.43832364,1.886284294,3.524051388,4.149724362,5.592921178,5.926665572,3.517201476,2.267931919
THY1,25.72348561,21.57406268,18.11732072,7.673020858,15.35190202,12.48525764,8.956779568,13.2601659,47.17700822,16.43797055
THYN1,9.146128217,9.842342241,6.876647279,6.106445766,5.792406304,7.974687686,7.335642995,9.069594285,3.924150407,7.057804131
TIA1,45.55475401,41.21480813,30.54818311,22.95512073,23.41266324,30.31103012,28.73464576,39.42130585,33.34074457,33.89197459
TIAF1,1.338500687,1.378806694,1.073484313,1.097241983,1.72556999,2.289204465,1.433084731,0.610925476,0.996443526,0.764565208
TIAL1,45.02709276,38.13907618,40.16887714,37.72568589,33.53924769,36.12064423,37.65089692,36.3681751,41.62506209,47.4995661
TIAM1,7.783003339,6.810549319,15.80306442,8.024700981,10.32911614,8.191195044,8.105682867,0.957844941,11.24923117,5.098310953
TIAM2,2.946108608,7.162061541,2.909350772,1.023069448,0.72911408,1.371213267,1.013210358,0.808181669,2.761439175,4.95316331
TICAM1,4.74895119,4.262085703,7.670106581,10.1028108,13.00253443,12.05224293,13.21226307,8.83013305,15.78380497,10.99493394
TICAM2,3.019981183,4.92073173,5.190546264,1.271803207,2.477772682,2.489834617,2.512761689,0.8141682,6.237364402,0.793776172
TICRR,0,0.790902502,7.835410602,10.1028108,4.010127441,5.881783226,6.281904222,11.61386991,3.604404818,15.22235904
TIE1,10.42130956,8.8317446,6.546039237,3.388917546,11.98987599,5.557022189,6.281904222,1.376902103,5.639149473,2.06835391
TIFA,2.462419135,1.713622087,19.50587449,4.891550797,4.010127441,2.742426535,3.08015949,3.53205322,5.086861638,3.701264891
TIGAR,6.815624393,9.315073907,9.257025184,13.01216454,5.346836588,5.557022189,5.998205322,9.338988175,11.33643451,7.620251247
TIGD1,2.022701433,2.372707505,3.43832364,2.877382822,2.713924632,2.778511094,4.133898262,4.639561433,3.488133695,4.662868025
TIGD2,1.187237797,1.362109864,2.182013079,4.667754355,2.106329565,2.381580938,2.553290103,4.28036958,4.098557091,3.35653924
TIGD5,1.802842581,1.84543917,1.752222624,1.470662331,2.308861254,1.659889745,2.553290103,4.220504271,1.83127019,5.588184247
TIGD6,1.934757892,2.46058556,1.355492973,2.749499141,2.106329565,2.453750057,2.14800596,2.963332786,2.732371394,1.995780088
TIGD7,6.024132528,5.14086626,2.3473171,2.461760859,1.863291538,2.056819901,1.904835474,0.568720434,3.575337037,0.816455491
TIGIT,0.087943541,0.175756111,15.27409155,3.261033865,1.863291538,1.551636066,2.107477545,0.568720434,4.098557091,0.381012562
TIMELESS,2.814193298,3.822695424,21.05973229,15.7936346,6.643039397,7.902518567,12.23958113,17.75006406,12.99329801,18.03459462
TIMM10,2.726249757,3.383305145,3.801992486,6.074474846,1.903797876,2.886764773,3.242273147,5.387877793,3.575337037,8.291559094
TIMM10B,24.66816312,21.83769685,13.48880812,21.22869104,13.24557246,15.62461434,19.57522412,21.37191525,12.52821352,17.83501661
TIMM13,6.33193492,7.030244458,7.27337693,15.28209988,9.437976705,10.32018406,12.7259221,10.8954862,8.691266456,11.52109415
TIMM17A,12.53195453,11.90747655,11.27373424,23.59453914,10.81519219,12.81001868,12.64486527,12.78124343,11.71431566,15.56708469
TIMM17B,3.781572244,5.14086626,5.55421511,5.626881963,3.969621103,5.41268395,4.944466549,6.974308477,11.53990897,12.99071403
TIMM21,8.222721042,6.678732235,4.892999026,9.399450551,3.807595752,5.484853069,5.349750692,3.412322602,3.255591449,4.082277454
TIMM22,6.33193492,5.931768761,3.735870878,4.699725276,4.131646454,4.185808921,4.57971082,3.023198095,2.993981421,3.9008429
TIMM23,12.04826506,11.31693602,12.26555837,21.83485969,10.44334401,11.21941129,11.83429699,18.85757228,16.65089687,19.73772077
TIMM23B,9.54187415,9.72985833,6.18237039,5.596189879,8.311090387,7.436306056,9.321535297,5.806934955,7.359090063,6.425141843
TIMM44,12.22415214,13.79685475,7.108072909,13.20399006,10.08607811,7.974687686,10.82108663,10.41656373,8.109910841,14.35147318
TIMM50,7.826975109,7.337817653,6.314613607,10.00689804,7.574685166,7.252996493,7.862512381,14.36767412,9.592367661,11.7025287
TIMM8A,1.978729662,1.274231808,1.884465841,3.261033865,2.592405618,2.958933893,2.472233275,7.962086072,4.243895995,5.297888962
TIMM8B,6.727680852,7.293878625,5.455032697,10.9020838,5.508861939,6.206544263,6.160318979,8.021951381,5.929827281,12.79113602
