circRNA,C1,C2,C3,C4,C5,T1,T2,T3,T4,T5
hsa_circ_0013393,0.044359788,0.131784813,0.026173861,0.162155532,0.177316983,0.267300886,0,0.104613553,0.045111027,0.024986724
hsa_circ_0013394,0.133079364,0.19767722,0,0.040538883,0.141853586,0.100237832,0.157442432,0,0,0
hsa_circ_0013395,0.059146384,0.153748949,0.052347722,0.243233298,0.141853586,0.100237832,0.209923242,0.418454213,0,0.074960172
hsa_circ_0013396,0.044359788,0.087856542,0.130869306,0,0.035463397,0.033412611,0.052480811,0,0.135333081,0
hsa_circ_0013397,0.547104052,0.505175117,0.157043167,0.202694415,0.10639019,0.267300886,0.419846485,0.15692033,0.045111027,0.324827411
hsa_circ_0000102,0.133079364,0.065892407,0.157043167,0,0.10639019,0.167063054,0.052480811,0,0.135333081,0.099946896
hsa_circ_0013398,0.014786596,0.043928271,0.078521584,0.081077766,0,0.100237832,0.157442432,0.052306777,0.270666163,0.149920344
hsa_circ_0013399,0.014786596,0.153748949,0.078521584,0.081077766,0.10639019,0,0,0,0.090222054,0.049973448
hsa_circ_0013400,0.014786596,0.021964136,0.078521584,0.243233298,0,0.033412611,0,0.052306777,0.090222054,0.149920344
hsa_circ_0110336,0.103506172,0.131784813,0.314086335,0.040538883,0.070926793,0.100237832,0.052480811,0.15692033,0.180444109,0.024986724
hsa_circ_0110337,0.133079364,0.131784813,0.314086335,0.162155532,0.177316983,0.300713497,0.262404053,0.15692033,0.405999244,0
hsa_circ_0013401,0.103506172,0.087856542,0.052347722,0.081077766,0,0,0,0.052306777,0.180444109,0.274853963
hsa_circ_0013402,0.280945324,0.307497897,0.314086335,0,0.212780379,0.300713497,0.157442432,0.209227106,0.496221298,0.224880515
hsa_circ_0110338,0.07393298,0.087856542,0.130869306,0.162155532,0.141853586,0.066825221,0.104961621,0.104613553,0.090222054,0.12493362
hsa_circ_0110339,0.162652556,0.065892407,0,0.283772181,0.035463397,0.133650443,0.104961621,0.15692033,0.045111027,0.024986724
hsa_circ_0110340,0,0,0.026173861,0.121616649,0,0,0,0.15692033,0,0.099946896
hsa_circ_0110341,0.07393298,0.043928271,0,0.040538883,0.177316983,0.033412611,0,0.209227106,0.180444109,0.474747755
hsa_circ_0110342,0,0.043928271,0.104695445,0.121616649,0,0,0,0.052306777,0.180444109,0.049973448
hsa_circ_0013403,0.088719576,0.109820678,0.130869306,0.040538883,0.070926793,0.033412611,0.052480811,0,0.090222054,0.049973448
hsa_circ_0110343,0.606250436,0.63695993,0.601998808,0.243233298,0.425560759,0.334126107,0.209923242,0.418454213,0.31577719,0.074960172
hsa_circ_0110344,0.177439152,0.109820678,0.130869306,0.081077766,0.177316983,0.066825221,0.104961621,0.104613553,0.045111027,0.074960172
hsa_circ_0110345,0.07393298,0.087856542,0.130869306,0.040538883,0.035463397,0.167063054,0.157442432,0.052306777,0.090222054,0.149920344
hsa_circ_0110346,0.310518516,0.175713084,0.052347722,0.121616649,0.141853586,0.133650443,0.157442432,0,0.045111027,0.049973448
hsa_circ_0110347,0.088719576,0.087856542,0.732868114,0.202694415,0,0.133650443,0,0.15692033,0.360888217,0.024986724
hsa_circ_0110348,0.473171072,0.549103388,0.104695445,0.040538883,0.283707172,0.133650443,0.104961621,0.104613553,0.090222054,0.074960172
hsa_circ_0110349,3.962807731,5.27139252,0.785215837,0.972933193,1.808633224,1.83769359,1.312020265,0.418454213,0.721776434,0.174907068
hsa_circ_0110350,0,0.065892407,0.20939089,0.081077766,0.070926793,0.066825221,0.104961621,0.209227106,0.225555136,0.224880515
hsa_circ_0013404,0.103506172,0.109820678,0,0.081077766,0.035463397,0.100237832,0.104961621,0.209227106,0.090222054,0.074960172
hsa_circ_0110351,0.177439152,0.175713084,0.052347722,0,0.070926793,0.133650443,0.052480811,0.209227106,0.180444109,0.149920344
hsa_circ_0013405,0.014786596,0,0.052347722,0.121616649,0,0,0.052480811,0.261533883,0.225555136,0.099946896
hsa_circ_0110352,0.088719576,0,0.078521584,0,0,0.033412611,0,0.052306777,0.270666163,0.174907068
hsa_circ_0110353,0.236585536,0.19767722,0.261738612,0.040538883,0.10639019,0.133650443,0.314884863,0.31384066,0.405999244,0.12493362
hsa_circ_0110354,0.251372132,0.087856542,0.052347722,0,0.212780379,0.100237832,0.052480811,0.052306777,0,0
hsa_circ_0110355,0.044359788,0.131784813,0,0,0,0.100237832,0.104961621,0,0,0.099946896
hsa_circ_0013406,0.207012344,0.549103388,0.601998808,0.324311064,0.673804534,0.133650443,0.524808106,0.523067766,1.037553624,0.599681374
hsa_circ_0110356,0.561890648,0.395354439,0.785215837,0.567544363,0.638341138,0.634839604,0.472327295,0.836908426,0.902220543,1.898991019
hsa_circ_0110357,0.207012344,0.417318575,0.130869306,0,0.141853586,0.267300886,0.157442432,0.052306777,0,0.049973448
hsa_circ_0110358,0.103506172,0,0.078521584,0.081077766,0.212780379,0.233888275,0.157442432,0.261533883,0.270666163,0.199893791
hsa_circ_0013407,0.07393298,0.043928271,0.157043167,0.121616649,0.035463397,0,0.052480811,0.052306777,0.045111027,0.099946896
hsa_circ_0110359,0.177439152,0.087856542,0.104695445,0.040538883,0.035463397,0.334126107,0.157442432,0.523067766,0,0.12493362
hsa_circ_0013408,0.014786596,0.065892407,0.026173861,0.121616649,0,0.066825221,0,0.104613553,0.135333081,0.174907068
hsa_circ_0110360,0.22179894,0.043928271,0.052347722,0,0.283707172,0.133650443,0.052480811,0,0,0.074960172
hsa_circ_0110361,0.7393298,0.527139252,0.157043167,0.445927713,0.283707172,0.200475664,0.157442432,0.209227106,0.721776434,0.174907068
hsa_circ_0110362,0,0,0.026173861,0.081077766,0.035463397,0.066825221,0.157442432,0,0,0.199893791
hsa_circ_0110363,0,0.021964136,0.287912473,0.40538883,0.070926793,0.066825221,0.209923242,0.209227106,0.180444109,0.224880515
hsa_circ_0013409,0,0,0.078521584,0.202694415,0,0,0.209923242,0,0,0.199893791
hsa_circ_0013410,0.07393298,0.131784813,0.157043167,0.040538883,0,0.066825221,0.209923242,0.104613553,0,0.149920344
hsa_circ_0013411,0.103506172,0.043928271,0,0.081077766,0.177316983,0.167063054,0,0.052306777,0.180444109,0.12493362
hsa_circ_0110364,0.07393298,0.153748949,0.130869306,0.040538883,0.212780379,0,0.104961621,0,0,0.024986724
hsa_circ_0110365,0.029573192,0.153748949,0.183217029,0.162155532,0.070926793,0.033412611,0.052480811,0.052306777,0.270666163,0.149920344
hsa_circ_0110366,0.014786596,0,0.052347722,0.202694415,0.035463397,0.033412611,0,0.366147436,0,0.12493362
hsa_circ_0110367,0.3696649,0.219641355,0.392607918,0.121616649,0.212780379,0.200475664,0.419846485,0.470760989,0.405999244,0.249867239
hsa_circ_0110368,0.266158728,0.395354439,0.287912473,0.121616649,0.248243776,0.267300886,0.157442432,0.261533883,0.180444109,0.149920344
hsa_circ_0110369,0.310518516,0.263569626,0.183217029,0.202694415,0.248243776,0.133650443,0.734731348,0.366147436,0.045111027,0.12493362
hsa_circ_0110370,0.280945324,0.351426168,0.235564751,0.364849947,0.177316983,0.267300886,0.419846485,0.366147436,0.225555136,0.12493362
hsa_circ_0110371,0.059146384,0.021964136,0.104695445,0.121616649,0,0.100237832,0.104961621,0,0,0
hsa_circ_0013412,0.103506172,0.109820678,0.20939089,0.081077766,0.070926793,0.133650443,0,0.104613553,0,0
hsa_circ_0013413,0.133079364,0.021964136,0.078521584,0.040538883,0.035463397,0,0.209923242,0.15692033,0.180444109,0.12493362
hsa_circ_0110372,0.103506172,0.153748949,0.052347722,0,0.070926793,0.167063054,0.104961621,0.31384066,0.045111027,0.174907068
hsa_circ_0110373,0.162652556,0.021964136,0.261738612,0.040538883,0.10639019,0.100237832,0.104961621,0.104613553,0.135333081,0.149920344
hsa_circ_0110374,0.103506172,0.109820678,0.20939089,0.202694415,0,0.066825221,0,0.052306777,0,0.074960172
hsa_circ_0007868,0,0,0.026173861,0.243233298,0,0,0.104961621,0.052306777,0.135333081,0.099946896
hsa_circ_0013414,0.354878304,0.351426168,0.366434057,0.324311064,0.070926793,0.200475664,0.104961621,0.31384066,0.270666163,0.174907068
hsa_circ_0110375,0.118292768,0.109820678,0,0.081077766,0.212780379,0.133650443,0.209923242,0.209227106,0.090222054,0.024986724
hsa_circ_0110376,0,0.043928271,0.235564751,0.202694415,0.212780379,0.167063054,0.104961621,0,0.045111027,0.12493362
hsa_circ_0013415,0.29573192,0.131784813,0.052347722,0.202694415,0.248243776,0.267300886,0.157442432,0.104613553,0.135333081,0.12493362
hsa_circ_0013416,0.14786596,0.131784813,0.235564751,0.162155532,0,0.267300886,0.157442432,0.104613553,0.270666163,0.324827411
hsa_circ_0013417,0.399238092,0.175713084,0.157043167,0.121616649,0.070926793,0.033412611,0.052480811,0.366147436,0.135333081,0.349814135
hsa_circ_0013418,0.088719576,0.109820678,0.104695445,0.081077766,0.035463397,0.167063054,0,0.366147436,0,0.024986724
hsa_circ_0013419,0.029573192,0.043928271,0.20939089,0.40538883,0.035463397,0.334126107,0.209923242,0.15692033,0,0.224880515
hsa_circ_0013420,0.22179894,0.373390304,0.654346531,0.243233298,0.212780379,0.300713497,0.367365674,0.366147436,0.451110271,0.224880515
hsa_circ_0013421,0.029573192,0,0,0.081077766,0.10639019,0,0.104961621,0.31384066,0.135333081,0.049973448
hsa_circ_0013422,0.029573192,0,0.104695445,0.162155532,0,0.100237832,0.104961621,0.052306777,0.045111027,0.12493362
hsa_circ_0013423,0,0.021964136,0.157043167,0.162155532,0.141853586,0.100237832,0,0.261533883,0,0.174907068
hsa_circ_0013424,0.044359788,0.109820678,0.20939089,0.040538883,0,0,0.104961621,0.104613553,0.270666163,0.049973448
hsa_circ_0013425,0.044359788,0.109820678,0.052347722,0.162155532,0,0.167063054,0.052480811,0.052306777,0.180444109,0.024986724
hsa_circ_0013426,0.088719576,0.021964136,0.157043167,0,0.035463397,0.334126107,0,0.104613553,0.090222054,0.12493362
hsa_circ_0013427,0.059146384,0.043928271,0.052347722,0.202694415,0.070926793,0.100237832,0.262404053,0.052306777,0,0.249867239
hsa_circ_0013428,0,0.109820678,0.026173861,0.202694415,0,0.033412611,0,0,0,0.174907068
hsa_circ_0110377,0.251372132,0.087856542,0.130869306,0.040538883,0.177316983,0.033412611,0.052480811,0,0.135333081,0.099946896
hsa_circ_0002234,0.07393298,0.175713084,0.157043167,0.040538883,0.070926793,0.133650443,0.052480811,0.104613553,0.045111027,0.049973448
hsa_circ_0013429,0.22179894,0.241605491,0.130869306,0.081077766,0.035463397,0.066825221,0,0.15692033,0.090222054,0.224880515
hsa_circ_0013430,0,0.021964136,0.130869306,0.40538883,0.10639019,0.200475664,0,0.261533883,0.090222054,0.099946896
hsa_circ_0110378,0,0,0.157043167,0.162155532,0,0.133650443,0.104961621,0,0.180444109,0.049973448
hsa_circ_0110379,0,0,0.130869306,0.121616649,0,0,0,0,0,0.12493362
hsa_circ_0013431,0.103506172,0.043928271,0.078521584,0,0.212780379,0,0.104961621,0.104613553,0.045111027,0.099946896
hsa_circ_0013432,0.103506172,0.087856542,0.026173861,0.081077766,0,0.100237832,0,0,0.045111027,0
hsa_circ_0013433,0.340091708,0.724816472,0.052347722,0.040538883,0.177316983,0.066825221,0,0,0,0
hsa_circ_0013434,0.29573192,0.395354439,0.235564751,0.162155532,0.177316983,0.267300886,0.209923242,0.104613553,0.045111027,0.049973448
hsa_circ_0110380,0.029573192,0.065892407,0,0.081077766,0.070926793,0.033412611,0.209923242,0.209227106,0.225555136,0.199893791
hsa_circ_0013435,0.088719576,0.043928271,0,0.081077766,0.177316983,0.200475664,0.052480811,0.104613553,0,0
hsa_circ_0013436,0.118292768,0.087856542,0,0,0,0.066825221,0,0.261533883,0.045111027,0
hsa_circ_0013437,0.029573192,0.219641355,0.104695445,0.040538883,0.10639019,0,0.104961621,0,0.135333081,0.024986724
hsa_circ_0013438,0,0.021964136,0.026173861,0.121616649,0.10639019,0,0,0.052306777,0.135333081,0.024986724
hsa_circ_0110381,0.07393298,0.087856542,0.026173861,0.121616649,0.070926793,0.133650443,0.052480811,0,0.180444109,0.074960172
hsa_circ_0110382,0.236585536,0.307497897,0.052347722,0.162155532,0.141853586,0.167063054,0.209923242,0,0.045111027,0.12493362
hsa_circ_0013439,0.192225748,0.219641355,0.104695445,0.081077766,0.141853586,0.033412611,0.157442432,0.209227106,0.090222054,0.249867239
hsa_circ_0110383,0.14786596,0.329462033,0.157043167,0.324311064,0.177316983,0.033412611,0.157442432,0.104613553,0.225555136,0.199893791
hsa_circ_0013440,0.07393298,0.043928271,0.183217029,0.162155532,0.070926793,0,0.209923242,0,0.045111027,0.024986724
hsa_circ_0013441,0.251372132,0.131784813,0.235564751,0.121616649,0.390097362,0.200475664,0.209923242,0,0.360888217,0
hsa_circ_0110384,0.133079364,0.065892407,0.104695445,0,0,0.066825221,0.314884863,0.31384066,0.045111027,0.12493362
hsa_circ_0110385,0.22179894,0.329462033,0.314086335,0.202694415,0.319170569,0.300713497,0.419846485,0.104613553,0.270666163,0.12493362
hsa_circ_0110386,0.088719576,0.219641355,0.20939089,0.202694415,0.070926793,0.033412611,0.052480811,0.052306777,0.090222054,0
hsa_circ_0013442,0.118292768,0.087856542,0.078521584,0,0.141853586,0,0.052480811,0.15692033,0.045111027,0.049973448
hsa_circ_0013443,0.044359788,0.065892407,0.052347722,0,0.141853586,0.100237832,0.052480811,0.052306777,0.045111027,0.12493362
hsa_circ_0110387,0.266158728,0.19767722,0.130869306,0.243233298,0.10639019,0.100237832,0.472327295,0.261533883,0.31577719,0.424774307
hsa_circ_0110388,0.133079364,0.043928271,0.052347722,0.162155532,0.035463397,0.133650443,0.104961621,0.261533883,0,0.024986724
hsa_circ_0013444,0.207012344,0.087856542,0,0.121616649,0.035463397,0,0.157442432,0.052306777,0.090222054,0
hsa_circ_0013445,0.103506172,0.043928271,0.052347722,0,0.177316983,0,0,0.104613553,0.090222054,0.099946896
hsa_circ_0013446,0.162652556,0.241605491,0.104695445,0.364849947,0.283707172,0.233888275,0.104961621,0.104613553,0.045111027,0.174907068
hsa_circ_0013447,0.251372132,0.329462033,0.130869306,0.52700548,0.141853586,0.167063054,0.472327295,0,0.045111027,0.099946896
hsa_circ_0013448,0.177439152,0.109820678,0.052347722,0,0.177316983,0.133650443,0,0.052306777,0.045111027,0.024986724
hsa_circ_0110389,0.07393298,0,0.026173861,0.121616649,0,0.100237832,0.262404053,0.052306777,0.045111027,0.074960172
hsa_circ_0110390,0.059146384,0.043928271,0.183217029,0.040538883,0.10639019,0.133650443,0,0.052306777,0.045111027,0.024986724
hsa_circ_0110391,0.236585536,0.395354439,0,0.121616649,0.141853586,0.100237832,0.419846485,0.366147436,0.270666163,0.074960172
hsa_circ_0110392,0.118292768,0.087856542,0.052347722,0,0.070926793,0.033412611,0.104961621,0.104613553,0.180444109,0.024986724
hsa_circ_0110393,0.118292768,0,1.020780588,0.52700548,0.531950948,0.200475664,0.314884863,0.732294872,0.811998488,0.774588442
hsa_circ_0013449,0.059146384,0.109820678,0.235564751,0.081077766,0.070926793,0.033412611,0.104961621,0,0.270666163,0.024986724
hsa_circ_0110394,0.280945324,0.109820678,0.104695445,0.202694415,0,0.033412611,0.052480811,0.209227106,0.135333081,0.224880515
hsa_circ_0013450,0.07393298,0.065892407,0.104695445,0.040538883,0.212780379,0,0.157442432,0,0.135333081,0.074960172
hsa_circ_0013451,0,0,0.130869306,0.162155532,0.070926793,0.033412611,0.052480811,0.052306777,0.045111027,0.12493362
hsa_circ_0013452,0.044359788,0.021964136,0.287912473,0.283772181,0.10639019,0.100237832,0.052480811,0.104613553,0.135333081,0.12493362
hsa_circ_0013453,0.118292768,0.131784813,0.235564751,0.243233298,0.141853586,0.167063054,0.104961621,0.366147436,0.180444109,0.274853963
hsa_circ_0013454,0.192225748,0.175713084,0.261738612,0.081077766,0.10639019,0.167063054,0.104961621,0.052306777,0.090222054,0.024986724
hsa_circ_0013455,0.059146384,0.175713084,0.052347722,0.040538883,0.070926793,0,0.104961621,0.261533883,0.135333081,0.149920344
hsa_circ_0013456,0.029573192,0.109820678,0.052347722,0.202694415,0.070926793,0,0.104961621,0.366147436,0.045111027,0.024986724
hsa_circ_0013457,0.606250436,0.834637149,0.601998808,1.013472076,1.489462655,0.868727879,0.839692969,2.406111724,1.804441085,0.724614994
hsa_circ_0110395,0,0.021964136,0.183217029,0.081077766,0.10639019,0.066825221,0,0.209227106,0,0
hsa_circ_0004571,0.029573192,0.109820678,0.078521584,0.121616649,0,0.066825221,0,0.523067766,0.090222054,0.049973448
hsa_circ_0110396,0.14786596,0.065892407,0.104695445,0.040538883,0,0.066825221,0.104961621,0,0.180444109,0
hsa_circ_0013458,0.177439152,0.329462033,0.052347722,0,0.319170569,0.334126107,0.157442432,0.15692033,0,0.049973448
hsa_circ_0006695,0.088719576,0.175713084,0.104695445,0.081077766,0.070926793,0.033412611,0.157442432,0.104613553,0,0
hsa_circ_0013459,0.103506172,0.175713084,0.104695445,0.121616649,0.070926793,0.100237832,0.052480811,0.052306777,0.045111027,0.024986724
hsa_circ_0110397,0,0.065892407,0.104695445,0.121616649,0,0.133650443,0,0.104613553,0.045111027,0.324827411
hsa_circ_0110398,0.044359788,0.043928271,0.078521584,0.162155532,0.070926793,0.033412611,0.104961621,0.15692033,0.135333081,0.024986724
hsa_circ_0013460,0.236585536,0.087856542,0.235564751,0.243233298,0.212780379,0.46777655,0.314884863,0.104613553,0.180444109,0.049973448
hsa_circ_0110399,0,0,0.078521584,0.040538883,0.177316983,0.233888275,0.472327295,0.052306777,0,0.449761031
hsa_circ_0013461,0,0,0,0.324311064,0.248243776,0.133650443,0.262404053,0,0,0.12493362
hsa_circ_0000103,0.059146384,0.021964136,0.20939089,0.243233298,0.141853586,0.066825221,0.209923242,0.15692033,0.135333081,0.024986724
hsa_circ_0013462,0.783689589,0.549103388,0.392607918,0.648622129,0.673804534,0.668252215,0.629769727,0.732294872,0.135333081,0.149920344
hsa_circ_0110400,0.014786596,0.065892407,0.104695445,0.324311064,0.248243776,0.200475664,0.052480811,0,0.225555136,0.049973448
hsa_circ_0013463,0.059146384,0.043928271,0.026173861,0.121616649,0,0.100237832,0.157442432,0,0,0.024986724
hsa_circ_0013464,0.044359788,0.087856542,0.052347722,0.121616649,0.035463397,0.133650443,0,0,0.090222054,0
hsa_circ_0013465,0.014786596,0.043928271,0.20939089,0.202694415,0,0,0.104961621,0.261533883,0.180444109,0.074960172
hsa_circ_0013466,0.07393298,0.131784813,0.026173861,0,0.10639019,0,0.209923242,0.104613553,0,0
hsa_circ_0013467,0,0.043928271,0.340260196,0.202694415,0.10639019,0,0,0.209227106,0.045111027,0.074960172
hsa_circ_0013468,0.088719576,0.021964136,0.130869306,0,0.035463397,0,0,0.209227106,0.135333081,0
hsa_circ_0110401,0.044359788,0.021964136,0.183217029,0.162155532,0,0.066825221,0.052480811,0.209227106,0.135333081,0.099946896
hsa_circ_0013469,0.088719576,0.087856542,0.20939089,0.202694415,0,0.167063054,0,0,0,0.074960172
hsa_circ_0013470,0.044359788,0.021964136,0.130869306,0,0.10639019,0,0.157442432,0.31384066,0.090222054,0.049973448
hsa_circ_0013471,0.059146384,0.043928271,0.130869306,0.162155532,0.070926793,0.100237832,0.052480811,0.052306777,0.180444109,0
hsa_circ_0110402,0.014786596,0,0.052347722,0.243233298,0.070926793,0.233888275,0.052480811,0.052306777,0,0.099946896
hsa_circ_0013472,0.029573192,0.153748949,0.287912473,0.162155532,0.141853586,0.066825221,0.367365674,0.104613553,0.180444109,0.174907068
hsa_circ_0013473,0.044359788,0.021964136,0.261738612,0.243233298,0.070926793,0.100237832,0.367365674,0.261533883,0.045111027,0.024986724
hsa_circ_0013474,0.029573192,0.087856542,0.130869306,0.162155532,0,0.033412611,0.052480811,0.052306777,0.180444109,0.024986724
hsa_circ_0110403,0.044359788,0.087856542,0.078521584,0.040538883,0,0.033412611,0,0.052306777,0.135333081,0
hsa_circ_0110404,0.236585536,0.263569626,0.601998808,0.364849947,0.248243776,0.200475664,0,0.15692033,0.180444109,0.199893791
hsa_circ_0009746,0.07393298,0.131784813,0.20939089,0.202694415,0.035463397,0.033412611,0.052480811,0.209227106,0.135333081,0.12493362
hsa_circ_0110405,0.07393298,0.021964136,0.130869306,0.121616649,0,0.033412611,0.157442432,0.104613553,0,0
hsa_circ_0110406,0.088719576,0.021964136,0,0.202694415,0.035463397,0.100237832,0,0,0,0.099946896
hsa_circ_0013475,0.07393298,0,0,0.081077766,0.10639019,0.066825221,0.104961621,0.052306777,0,0.099946896
hsa_circ_0008660,0,0,0.157043167,0.040538883,0.212780379,0.033412611,0.314884863,0,0.045111027,0.149920344
hsa_circ_0009747,0.088719576,0.043928271,0.052347722,0.081077766,0,0.334126107,0.209923242,0.052306777,0.31577719,0.049973448
hsa_circ_0110407,0.103506172,0.087856542,0.078521584,0.040538883,0.141853586,0.133650443,0.052480811,0.104613553,0.360888217,0.049973448
hsa_circ_0013476,0,0,0.052347722,0.243233298,0.177316983,0.334126107,0.104961621,0.209227106,0,0.099946896
hsa_circ_0013477,0.088719576,0.109820678,0.340260196,0.121616649,0.035463397,0.033412611,0.262404053,0.052306777,0.270666163,0.049973448
hsa_circ_0013478,0.162652556,0.285533762,0.052347722,0.162155532,0.141853586,0.200475664,0.209923242,0,0.31577719,0.199893791
hsa_circ_0009748,0.07393298,0.043928271,0.130869306,0.081077766,0,0.200475664,0.209923242,0.052306777,0.180444109,0
hsa_circ_0110408,0.044359788,0,0,0.162155532,0.035463397,0,0.157442432,0,0,0.074960172
hsa_circ_0009749,0.133079364,0.131784813,0.130869306,0,0,0,0,0,0,0
hsa_circ_0009750,0.103506172,0.087856542,0.130869306,0,0.10639019,0.066825221,0,0.15692033,0,0.12493362
hsa_circ_0009751,0.059146384,0.021964136,0.052347722,0.40538883,0.10639019,0.233888275,0.209923242,0.15692033,0.045111027,0.174907068
hsa_circ_0009752,0.059146384,0.043928271,0.157043167,0.162155532,0.177316983,0.233888275,0.314884863,0.261533883,0.045111027,0.099946896
hsa_circ_0009753,0.059146384,0.087856542,0.026173861,0.486466596,0.070926793,0.033412611,0,0.052306777,0.180444109,0.249867239
hsa_circ_0009754,0.251372132,0.43928271,0.889911282,0.364849947,0.461024155,0.300713497,0.682250538,0.261533883,0.31577719,0.324827411
hsa_circ_0009755,0.207012344,0.219641355,0.052347722,0.121616649,0.035463397,0.066825221,0,0.104613553,0.090222054,0.049973448
hsa_circ_0009756,0.22179894,0.307497897,0.104695445,0.162155532,0.177316983,0.066825221,0.209923242,0.104613553,0.31577719,0.074960172
hsa_circ_0009757,0.975915337,0.812673014,1.518083951,0.567544363,0.425560759,0.801902658,0.577288916,0.575374543,0.811998488,0.624668098
hsa_circ_0009758,0.103506172,0.131784813,0.078521584,0.040538883,0.070926793,0.133650443,0.104961621,0.052306777,0.045111027,0.049973448
hsa_circ_0110409,0.162652556,0.131784813,0.026173861,0.081077766,0.035463397,0.233888275,0.052480811,0.104613553,0.045111027,0
hsa_circ_0009759,1.005488529,0.856601285,0.235564751,0.243233298,0.319170569,0.367538718,0.419846485,0,0.045111027,0.049973448
hsa_circ_0009760,0.458384476,0.329462033,0.104695445,0.081077766,0.177316983,0.133650443,0.104961621,0,0,0.024986724
hsa_circ_0009761,0.044359788,0.175713084,0.026173861,0,0.141853586,0.133650443,0,0,0,0.099946896
hsa_circ_0110410,0.014786596,0,0.104695445,0.081077766,0.070926793,0.133650443,0.157442432,0.052306777,0,0
hsa_circ_0009762,1.182927681,1.120170911,0.261738612,0.040538883,0,0.434363939,0.209923242,0,0,0
hsa_circ_0003467,0.44359788,0.307497897,0.078521584,0,0,0.133650443,0.104961621,0,0,0
hsa_circ_0002448,4.421192207,3.7119389,0.654346531,0.121616649,0.567414345,1.169441376,0.524808106,0,0,0
hsa_circ_0009763,0.044359788,0,0.052347722,0.081077766,0,0.100237832,0.209923242,0.052306777,0,0.099946896
hsa_circ_0009764,0.458384476,0.527139252,1.046954449,1.662094205,0.673804534,0.735077436,0.629769727,0.679988096,0.94733157,1.274322921
hsa_circ_0009765,0,0,0.157043167,0.121616649,0,0.033412611,0.104961621,0.052306777,0,0.174907068
hsa_circ_0110411,0,0,0.20939089,0,0.10639019,0.100237832,0.157442432,0,0.090222054,0.224880515
hsa_circ_0008976,0.059146384,0.065892407,0.052347722,0.162155532,0.035463397,0.033412611,0.157442432,0.052306777,0.360888217,0.049973448
hsa_circ_0009766,0.916768953,0.922493691,0.130869306,0.202694415,0.248243776,0.100237832,0.367365674,0.627681319,0.135333081,0.149920344
hsa_circ_0009767,0.044359788,0.021964136,0.026173861,0.081077766,0.141853586,0.066825221,0,0,0.045111027,0.12493362
hsa_circ_0009768,0.399238092,0.351426168,0.157043167,0.202694415,0.319170569,0.367538718,0.262404053,0.104613553,0.090222054,0.174907068
hsa_circ_0110412,0,0,0.157043167,0.324311064,0.141853586,0,0.104961621,0.052306777,0.090222054,0.024986724
hsa_circ_0009769,0.29573192,0.351426168,0.20939089,0.52700548,0.92204831,1.36991704,0.89217378,0.31384066,0.721776434,0.424774307
hsa_circ_0110413,0.414024688,0.549103388,0.157043167,0.162155532,0.354633965,0.066825221,0.367365674,0.15692033,0.225555136,0.049973448
hsa_circ_0000104,0.029573192,0.021964136,0.130869306,0.121616649,0.141853586,0.400951329,0.104961621,0.052306777,0.180444109,0.12493362
hsa_circ_0013479,0.044359788,0.065892407,0.130869306,0.283772181,0.141853586,0.033412611,0.052480811,0.261533883,0.090222054,0.374800859
hsa_circ_0000105,0.14786596,0.153748949,0.235564751,0.081077766,0.070926793,0.033412611,0.104961621,0.052306777,0.31577719,0.074960172
hsa_circ_0013480,0.310518516,0.263569626,0.183217029,0.040538883,0.10639019,0.066825221,0.262404053,0.261533883,0.135333081,0.024986724
hsa_circ_0013481,0.118292768,0.043928271,0.104695445,0.162155532,0,0.033412611,0,0.052306777,0.090222054,0.024986724
hsa_circ_0013482,0.44359788,0.571067523,0.706694253,0.486466596,0.212780379,0.133650443,0.104961621,0.261533883,0.270666163,0.599681374
hsa_circ_0013483,0.162652556,0.065892407,0.261738612,0.162155532,0.390097362,0.233888275,0,0.31384066,0.225555136,0.12493362
hsa_circ_0009770,0.103506172,0.109820678,0.444955641,0.52700548,0.177316983,0.367538718,0.367365674,0.366147436,0.31577719,0.299840687
hsa_circ_0009771,0.088719576,0.021964136,0.078521584,0.283772181,0.10639019,0.100237832,0.262404053,0.470760989,0.225555136,0.149920344
hsa_circ_0009772,0.044359788,0.021964136,0.287912473,0.162155532,0,0,0.157442432,0.104613553,0.045111027,0.049973448
hsa_circ_0009773,0.133079364,0.087856542,0,0.121616649,0.035463397,0.100237832,0,0,0.180444109,0.099946896
hsa_circ_0013484,0.103506172,0.109820678,0.104695445,0,0.035463397,0.066825221,0.209923242,0,0,0
hsa_circ_0013485,0.399238092,0.417318575,0.287912473,0.364849947,0.496487552,0.434363939,0.577288916,0.209227106,0.135333081,0.174907068
hsa_circ_0013486,0.399238092,0.483210981,0.314086335,0.202694415,0.461024155,0.501189161,0.629769727,0.104613553,0.405999244,0.249867239
hsa_circ_0013487,0,0,0,0.081077766,0.10639019,0.100237832,0,0.15692033,0.045111027,0.224880515
hsa_circ_0000017,0.280945324,0.263569626,0.235564751,0.081077766,0.177316983,0.200475664,0.052480811,0.052306777,0.360888217,0.12493362
hsa_circ_0009774,0.606250436,0.395354439,0.130869306,0.121616649,0.248243776,0.033412611,0,0,0.045111027,0.099946896
hsa_circ_0009775,0.177439152,0.109820678,0.104695445,0.121616649,0,0.033412611,0.314884863,0.104613553,0,0.12493362
